Probes,CarryMinati_5,CarryMinati_1,CarryMinati_2,CarryMinati_3,Xyaa_4,Xyaa_5,Xyaa_2,Xyaa_3,HikakinGames_4,HikakinGames_5,HikakinGames_2,HikakinGames_3,lilsimsie_4,lilsimsie_1,lilsimsie_3,Wolfie_4,Wolfie_5,Wolfie_1,Wolfie_2,Venetia Kamara_5,Venetia Kamara_1,Venetia Kamara_2,Venetia Kamara_3,Greekonomics_4,Greekonomics_5,Greekonomics_1,Greekonomics_3,Zeb89_4,Zeb89_5,Zeb89_1,Zeb89_2,Rotten Mango_2,Rotten Mango_3,Ivan Grieco_4,Ivan Grieco_5,Ivan Grieco_1,Ivan Grieco_3,Matteo Saudino - BarbaSophia_4,Matteo Saudino - BarbaSophia_5,Matteo Saudino - BarbaSophia_2,Matteo Saudino - BarbaSophia_3,berleezy_2,Michele Boldrin_4,Michele Boldrin_5,Michele Boldrin_2,Michele Boldrin_3,KanaChanTV_4,KanaChanTV_5,KanaChanTV_1,KanaChanTV_3,ProZD_4,ProZD_5,ProZD_1,ProZD_2,Tati_5,Tati_1,Tati_2,Tati_3,Sylvia Gani_5,Sylvia Gani_1,Sylvia Gani_2,Sylvia Gani_3,i Mikri Ollandeza_4,i Mikri Ollandeza_5,i Mikri Ollandeza_1,i Mikri Ollandeza_3,PAYAL GAMING_4,PAYAL GAMING_5,PAYAL GAMING_2,PAYAL GAMING_3,Alessandro de Concini - ADC_4,Alessandro de Concini - ADC_5,Alessandro de Concini - ADC_1,Alessandro de Concini - ADC_3,hajimesyacho_4,hajimesyacho_5,hajimesyacho_1,hajimesyacho_2,AndreaMuzii_4,AndreaMuzii_2,AndreaMuzii_3,Mary Sinatsaki_5,Mary Sinatsaki_1,Mary Sinatsaki_2,Mary Sinatsaki_3,Sissy Christidou_4,Sissy Christidou_5,Sissy Christidou_1,Sissy Christidou_2,DarioMoccia_2,DarioMoccia_3,CoryxKenshin_4,CoryxKenshin_5,CoryxKenshin_2,CoryxKenshin_3,Prince Ea_4,Prince Ea_5,Prince Ea_1,Prince Ea_2,TotalGaming093_4,TotalGaming093_5,TotalGaming093_1,TotalGaming093_2,Xureila_4,Xureila_5,Xureila_1,Xureila_2,MrRip_4,MrRip_5,MrRip_1,MrRip_3
CarryMinati_4,0.7956874347553937,0.88106119321321,0.7955731134576687,0.8431580502767675,0.582658335171491,0.5107912417695863,0.6017377757271463,0.4986424529840197,0.6776176295398738,0.6183026567586685,0.666139858729939,0.6453792189156474,0.5258839405904677,0.6069733004317707,0.5427278651142757,0.500024198435356,0.5947395576135184,0.5682584786171563,0.5270743165088709,0.41910165200091926,0.5547167779886354,0.5308952645546489,0.6033657054630108,0.5649359470440924,0.6121538883266529,0.619281840760297,0.5403862319220292,0.5116599785226805,0.47271127612010005,0.5834077017697555,0.5428431295408304,0.49907997602952797,0.5111383227498464,0.759792830396737,0.8453330768285476,0.8473413437725168,0.8328616578234587,0.6354536016324515,0.6144811735551584,0.6308309806573005,0.5402319702282341,0.7379847481407272,0.5385227606123906,0.5756386668691128,0.532824553102293,0.45314066642628936,0.41585076416009065,0.5369643421573839,0.44643360148454975,0.5790904049796869,0.6892821831184275,0.6408666136340795,0.5973015103120128,0.6163282408913657,0.5566096290753644,0.5426736475869175,0.4878494511618725,0.4610903657001283,0.4585250682493333,0.4872680973556402,0.46076010484382285,0.47862548573447106,0.4822120038301458,0.4675144079992029,0.49484189335972345,0.6143737050892393,0.5829576851622631,0.5750063557232722,0.6563965525435327,0.5932178094717159,0.6919174664629617,0.7719684122706187,0.5837999856388068,0.6250881370618785,0.5751275920690446,0.533458235736839,0.5172916842308033,0.5852838136785857,0.554258761776164,0.6646851611824451,0.5828381524452096,0.5056325328179432,0.44819360585352175,0.45318149949337755,0.5040928939574821,0.5282684674992552,0.53846827089887,0.4911183562490319,0.5245654064589511,0.8018786974745356,0.6730681118669548,0.5919368538953833,0.5482851298612186,0.5377635181402798,0.5286372323235995,0.5872645972764294,0.5828848950403719,0.543216917599665,0.522673928959925,0.6188642481999672,0.5842743078023024,0.6316172155194653,0.6057358549975543,0.5950978186339684,0.5530364528147067,0.6015682270751648,0.5483661568969657,0.5369101400579795,0.4514410828875502,0.55348388353825,0.5167875008548034
Xyaa_1,0.47677775264654054,0.5300859390046537,0.5855938877017535,0.5676620051911168,0.8973153626135586,0.8543457590221128,0.9013809714742125,0.7263335835906616,0.6537791156526322,0.5779641313750672,0.6074034796403937,0.60479480575063,0.654308222478702,0.6232723004738288,0.6645776314602815,0.5812615589931488,0.5604114603849366,0.5239946587194595,0.5849606233186198,0.7627508895348714,0.6978401266676975,0.7515818924837154,0.6415014979265534,0.5358448352563355,0.5555165941718899,0.4876381064775795,0.5620538239219403,0.5803659415025411,0.7225999482006933,0.7559080874248816,0.6079440581847115,0.5872544234564863,0.5968229897657776,0.5469211013088198,0.5628163426182261,0.5181815125002613,0.583687871375995,0.4442101321716719,0.5594237032838316,0.4417818905101409,0.5130566934035828,0.5263677299909654,0.5380756165035295,0.4821730007912024,0.4977948748927761,0.5280885895825858,0.6013629589770536,0.5836520157386433,0.6020162724346996,0.6040912251086359,0.640487903028064,0.6061927929186862,0.6095517333292783,0.6005333891682108,0.4524952329905749,0.5285496674874237,0.5528029478492866,0.5446750327447271,0.583072065856725,0.5423968061471833,0.6271832064631793,0.6256839532673643,0.514007437181742,0.5644140814883457,0.5810418692875592,0.6347560822753318,0.6772739768595398,0.576064247603089,0.6174113564522584,0.6451069393358084,0.5502201697840197,0.5219411135551306,0.44649299325098574,0.5185926051962323,0.6185808643811469,0.6342932809013959,0.5751357718950301,0.623510091443046,0.5979206678716213,0.6034197362597663,0.48504460510414465,0.6506505844068307,0.6372143725741113,0.6359227064772053,0.6344988947928153,0.39636919987006247,0.4237385043038185,0.46757744612328955,0.37618196439104906,0.5258027251466296,0.5449182237679033,0.4884707906061313,0.5664005174196187,0.47680763110643454,0.48791166925126045,0.49973369220117553,0.4703784503070421,0.5292367865888802,0.4690326426908581,0.5791235914098968,0.5780935308214605,0.563842956271791,0.590508592357151,0.5311155786412409,0.5608561511660966,0.4669034501313881,0.5287399388958952,0.4984584417936382,0.5260441830533519,0.4971195988929332,0.45213694289595974
HikakinGames_1,0.5459424324973076,0.5866300894215175,0.5600802272576376,0.5953783722336949,0.5910678397139794,0.5641039294028194,0.6168198888778064,0.5581313990617017,0.9376699799539173,0.9250579390388965,0.913850217686333,0.9337371990478771,0.5525112389361314,0.6296733627882534,0.5556712004808162,0.6708714220459758,0.6463272320670064,0.6212347408034417,0.6057572174855964,0.6235135586905429,0.5361224443162793,0.5741598619957294,0.5783793804140618,0.5249159737889039,0.5646672637054018,0.6139511214244188,0.4888697965649441,0.5717055870226473,0.5949780045500401,0.5504059116044384,0.5529002824264841,0.694937556698894,0.6207173854527848,0.5541257618656019,0.5766913817947619,0.5313877315015981,0.6033888479477851,0.5802758247204087,0.5178458551799402,0.5273339463560947,0.4849967226508133,0.5410739297208371,0.6329477698600595,0.6542233757914906,0.566503866585455,0.578687839587678,0.7220655180215608,0.7734236783901391,0.6126328457506994,0.8011302215351919,0.8246187539235988,0.8263013721011931,0.7895752558842045,0.8585308222178607,0.6808605919361914,0.6791955889440454,0.5750570685022207,0.5715133700637053,0.5806265910291173,0.5974958895022867,0.5890937171752104,0.5773342114849299,0.4525709521033718,0.4372482116214573,0.5094054066006827,0.5736220871324051,0.4459731428009133,0.4933053877917605,0.4656792554945073,0.4327214977630015,0.47977842196726284,0.4792418048684507,0.4855970096079861,0.4951437243387596,0.6750789110038227,0.7165818572664472,0.6841181876085265,0.7338661385110217,0.5548863973164804,0.4624186259401587,0.4948353514608934,0.487777406648244,0.4666033837570726,0.3991730716750923,0.46974518082298433,0.3242527787611614,0.4986632481643964,0.4812965751784498,0.4442470635693186,0.6118870372226278,0.5591447136215015,0.5725976131225373,0.5430209192430067,0.4514751909276866,0.4790403888891652,0.5010828551512386,0.5873791421803809,0.5291112659061677,0.5066199043164992,0.465530133310061,0.4926212038491824,0.518981424440794,0.5097338321467804,0.5498294243553877,0.5863252327002462,0.5713992258025449,0.5535029355234328,0.5738963656184275,0.48436074529377593,0.5446101829091413,0.4659868334442951
lilsimsie_2,0.6498971968618349,0.6846239271248225,0.5805612125072136,0.6106720727624794,0.5530923815096045,0.5694229113691612,0.4503398145285974,0.387982796211203,0.5317419128712901,0.5518629696667207,0.584659260397767,0.5572364906322784,0.8528777398221015,0.8498013298171782,0.8597848057755189,0.4303009248488428,0.4505044391732117,0.42893250363312063,0.4360143058049364,0.49046890950205524,0.5629670123996793,0.707714643571529,0.6129583076184355,0.45717481718872366,0.5102812884176832,0.577034192216797,0.48675740053970173,0.7369410294761638,0.5911845233387253,0.622356553951937,0.5909331204385644,0.5407445594765117,0.5578875440117579,0.49863689945259854,0.5572799498399872,0.5419015364531455,0.5648665902280794,0.6643240890001766,0.6103949150448466,0.7064041698696351,0.6386185406165622,0.5746518037414103,0.5876958159781807,0.5745902188045819,0.5621195242588993,0.484030121399747,0.3983042124911848,0.4308127746008663,0.37523674885325475,0.40257662968225416,0.6742887982615949,0.6878597940286155,0.6568635393717586,0.6467937953471099,0.4529632150977534,0.47530578932021805,0.4948471247264247,0.3754225183707638,0.5569551498073037,0.4266756057436304,0.5661333767443817,0.4919056210617168,0.5609784744962433,0.4431678307743288,0.4679446403094812,0.5419736149484561,0.6531609681493027,0.6299507372557029,0.6655369961015661,0.6068832448724225,0.39160328787985954,0.4679663966086448,0.4550087376358413,0.42136940463743355,0.4720140170552773,0.46084454636913275,0.40246672284952684,0.3924655272525721,0.506777423058341,0.5431052590168632,0.6052362304252265,0.45406146326904795,0.42924132278997396,0.46848361030365104,0.48338477357811926,0.5981945524553574,0.5346228383922009,0.525653510597479,0.579711071104803,0.5600276294915558,0.6295604194641209,0.5179458974247086,0.54370559738491,0.5498311399011208,0.5478669558243218,0.4224145652421756,0.446076348373782,0.4806028782759185,0.4516940834946801,0.444249409661448,0.4001109308991892,0.4213647063288061,0.45002647528577716,0.5605929628023666,0.4684265125509287,0.589950251697414,0.49156215558929767,0.4614400532230504,0.40492326787249233,0.4629650238435908,0.4816399983656946
Wolfie_3,0.4814573110338815,0.4449672265968376,0.3822705879173804,0.3998143788782564,0.44348779165771873,0.3748235325699787,0.39246478956117686,0.3778554838399052,0.5324981743362898,0.5684845141967376,0.5188659562190999,0.5662233233407751,0.48170306555424414,0.4202377336226717,0.4641910371309064,0.8539397045803112,0.7921855146402291,0.9096546390378184,0.7883254235712833,0.4995917118837472,0.534566063621259,0.5389371343785971,0.6121618807628186,0.4880961838868169,0.47006733919237936,0.5134810157569463,0.4820704528100577,0.33633323320568365,0.4043256320593076,0.5161755740679476,0.5607614729621464,0.5282629041422521,0.5051869115020166,0.4553165019423122,0.4345028650384608,0.439915888240508,0.4631310987246828,0.5881502049101162,0.6368561126491725,0.5261201500986388,0.608809730501684,0.5856554055991506,0.5615122979723814,0.5922519656470029,0.5388336228152527,0.6670888496859209,0.5786998741536015,0.5402851612257034,0.46199894405617464,0.5682228808979574,0.5004474353663291,0.5835398578439484,0.49138400276430505,0.4808835801067673,0.673842753679424,0.6069310416992624,0.6497959166537368,0.5918426956009234,0.5798040143952519,0.6201317925366393,0.543994947779996,0.5993899633582995,0.43523390664162204,0.4833628015115237,0.4825071954714277,0.4608478822448621,0.3717418460802564,0.40847968877953245,0.39202273346802163,0.35646559550063633,0.5829197251122461,0.5123279721069256,0.5853526918264518,0.607939288784732,0.5149797545614131,0.5319431428476185,0.4306722326543361,0.5403235676051023,0.479530881629039,0.40886635005113303,0.5151508850405139,0.4632111993214418,0.5077679477026493,0.4971620331207015,0.46170785181056295,0.47875625474914046,0.5763038382317514,0.55644457353365,0.6110807018710823,0.5183478021590909,0.4703043402248424,0.6937189117708865,0.5925565478450626,0.7155990153533343,0.7195107408739491,0.634955908429991,0.6297170216385917,0.5415819821333713,0.584701094536053,0.4289484386169892,0.3998907714905305,0.4073438061583004,0.4081074467327631,0.5769175381123237,0.5117848635534975,0.5356719966861344,0.5317722620577474,0.6514241923946517,0.6867153227833074,0.68390934413494,0.6924515842744032
Venetia Kamara_4,0.5342475326657291,0.5761250778847602,0.5191943845320294,0.5869755165078471,0.6172423400047015,0.6339004303984028,0.7536233272737827,0.729859032805795,0.5770166692430341,0.5427012630371763,0.5603378137234476,0.5659843130811933,0.5132187772673568,0.5183591491691176,0.5412529088406663,0.5120796816518287,0.4892341007261607,0.4985849611239604,0.5083175634612986,0.697049533867252,0.7830190866247283,0.7111471089808021,0.8196721538061269,0.4453281838377065,0.5451404598688102,0.4636588796983232,0.5069072924349411,0.5210654194857023,0.5797634985465493,0.6797027082988321,0.5859073469343954,0.6124237850806598,0.5623402663284277,0.5534296271638077,0.5524808038287281,0.5444964147125647,0.612773436935028,0.5653026927287715,0.6314560176355609,0.5430200172273099,0.56318136546691,0.5563152389082917,0.5124650076674934,0.5095437424088314,0.4341095727588004,0.49863760197455625,0.6515224406469948,0.5941073723964017,0.6611590046361336,0.6733441811362321,0.6460249744107815,0.676623443322305,0.6413528919526179,0.6430598503477343,0.5741051884610924,0.616658294803658,0.596342210666504,0.7054375994007387,0.6011894100085223,0.48311711722368217,0.5185164445498556,0.5847977969103834,0.5840644596842863,0.6061793613858972,0.6596551770025747,0.7222618878232965,0.5986314118447288,0.619305497674227,0.5888418793436762,0.5772063407939436,0.6738121571118776,0.6364370580092114,0.630562769113159,0.6373763642213266,0.5423018456310522,0.5074772044649078,0.5016206944289373,0.4412065017696176,0.5090938877638524,0.4998253940844254,0.47910668759809694,0.6470168968969618,0.6636319815619265,0.6981443452143218,0.6791646799617328,0.44107581247020783,0.45645650899710555,0.48319607591659297,0.42890240894213105,0.5720799308513053,0.5990947973783187,0.5563652148315172,0.5460957374787027,0.6253593488933598,0.5947406287355652,0.533156577508887,0.4166018093687995,0.45959202682303485,0.41721888073030844,0.47635143249569195,0.4224983650118789,0.46564216498119015,0.44841654497831596,0.6465706044245094,0.7570171568321951,0.6513153510841455,0.7050069454647045,0.4541841957060088,0.469921954486898,0.4351592849901045,0.42336317345810326
Greekonomics_2,0.6574305683149808,0.6938675727944659,0.6713427959231897,0.6219277289658589,0.49141351054847415,0.45623103824602285,0.5157437356686443,0.5234832482926075,0.5752819342848625,0.6168091377662259,0.5866220535128039,0.6247691887381257,0.5476297418654572,0.5379541992483904,0.5787116940391006,0.6252065285444492,0.6346970719342484,0.6372068062034593,0.6845445299163397,0.44878826023287505,0.4587642720330769,0.4135504346738631,0.5065979962142813,0.8540899528995674,0.922354267489299,0.9309935941427308,0.8259606016025167,0.4643098118746787,0.5825235854666615,0.5840584399830326,0.6535256457840537,0.5558874277802962,0.4861335593624471,0.6274544368987189,0.6055683320281628,0.5858118515258228,0.5701534567048371,0.6389524747319452,0.589682317444209,0.5960130769517861,0.6006247954459839,0.5387517873535321,0.576688479073434,0.5783196263035458,0.5102204989085903,0.5378852365151107,0.5420008961815918,0.5904816666498016,0.5269692083130764,0.5911652014592235,0.5567285607893211,0.5909866890879326,0.5306946589980399,0.5486720548939836,0.5594902455108396,0.5998185289963016,0.4681869267454858,0.5810092828112908,0.5098943513377856,0.6191216395408379,0.50435016287683,0.541841697396351,0.46297908050988085,0.4948412155850285,0.4861697304797743,0.5159928810711756,0.6308277945929255,0.6304289939516636,0.6424893292247493,0.5398186941479648,0.6476145068755921,0.6161473006659974,0.5723755011919398,0.5901851380479046,0.5160510069129048,0.5222894164872521,0.5650862124306957,0.5596846799041605,0.6647219915789816,0.5524290760462628,0.5952707761418471,0.5963821422225309,0.49750006471286423,0.4180572165161526,0.5757977294232232,0.3978351818314469,0.5758546027501664,0.4483859478110174,0.5162772763004753,0.645368137594317,0.6225747409135147,0.5421838954171263,0.5334833897555493,0.4729169875503508,0.5506847365095443,0.5480323825786395,0.6430212230092969,0.5488132546708678,0.5814523189728319,0.5959163159412241,0.5242771005467726,0.6196984583207519,0.6169743912257968,0.6081739191535926,0.55079820240296,0.5788547376596299,0.5586211840810751,0.5628916065065219,0.5315724989041913,0.5887176041956979,0.5004923466427925
Zeb89_3,0.5370770025193493,0.6234630531062209,0.5816623712543667,0.5949106046599975,0.6745636814048455,0.6192580025529821,0.7058731958720851,0.645213256543812,0.5414265403942049,0.5263063889346256,0.5706616762159784,0.5601340688562788,0.6331415194697891,0.6445640085435911,0.6564206626132065,0.6425620606677703,0.642439530819978,0.5865779356695594,0.6523072597211653,0.5928776922645603,0.506745746797989,0.6076872361123178,0.6044948443959535,0.5238830056916124,0.6341249377199427,0.6368842993392207,0.5701760347983619,0.6061621222924115,0.8495441409266631,0.9271824381592012,0.8414779795453937,0.5972383168902118,0.6497860444466161,0.5981626115570473,0.62509764298237,0.540227900835471,0.6892891846931839,0.48280664498396614,0.6667428909925489,0.495656044562574,0.5828059241811977,0.5245194610752724,0.5504398770876419,0.4701651614793619,0.45454263014987445,0.5259153289069814,0.5280063166860294,0.4598285535901762,0.48455464404590104,0.4733106095987313,0.5341453565094745,0.5940260972244663,0.5540083215008138,0.5660752751070585,0.5434859187610674,0.5722392356846631,0.609960063270557,0.49632750600297304,0.40400254969964605,0.49437664554348726,0.4533226179505404,0.4763037994676708,0.558151183555513,0.6274138781008297,0.6235350998020224,0.6428239936735066,0.5764700465576904,0.579407698741684,0.5959222917063196,0.5911121796487391,0.6180055806565388,0.6162326332746761,0.6067462513341559,0.5926847236042128,0.4933365867597057,0.4906298315127596,0.49564898615449643,0.541586473984105,0.6905552203462004,0.6365170519183754,0.5777685523201143,0.6313416955083321,0.5636801777317341,0.6276206704893348,0.6100346265371088,0.43452173275854367,0.4182667391943683,0.4563319587061372,0.3758844873461687,0.6100893420265406,0.652368183276519,0.5654671439710711,0.6182420929303812,0.5900302275230733,0.6277864819236743,0.556632651753105,0.5283386668097931,0.5481683899359316,0.5767844077227898,0.5631332092224931,0.5441655171039637,0.5202834444068082,0.5552247675795875,0.5136147098227042,0.4358995255970121,0.5693175399427903,0.535911296152443,0.43217764593662855,0.40892092941816455,0.4650393167564915,0.421561241506453
Rotten Mango_1,0.5223685578275209,0.5007020820141214,0.4450460861429166,0.4693027416246375,0.584713960502964,0.5815038784985831,0.6251206156978345,0.6001521414390913,0.5575679528430233,0.6238651236496263,0.6186076811051642,0.6461699112927177,0.6384764074146451,0.6338642590489538,0.6315695626349507,0.5966305398360525,0.5170785014391329,0.5814935896871151,0.5895994374172077,0.601855708542898,0.5579863171466721,0.5856800726828764,0.5550279774697962,0.43775461410808836,0.4680344491567715,0.5482216076035499,0.5154765490927147,0.5115642342000527,0.5583702175422529,0.509504545571091,0.5048590413985858,0.8698878051189702,0.9155175953236161,0.4808881249612142,0.547954958624309,0.545708033707113,0.5320043571217726,0.5566859150031597,0.5303094209313901,0.5574324658881923,0.6205924291188397,0.4789991372976574,0.5105102095373252,0.46658021404193756,0.4531059796638365,0.5653605048411549,0.6583456055931003,0.5475409189548721,0.6200481918802693,0.6179198473905091,0.6604790522661318,0.6096445688594297,0.6861712854722953,0.6555469633760661,0.4968633317917233,0.4678629089626821,0.4904673271379913,0.5123840609832818,0.5299612397148937,0.45170165307733606,0.3900937750950514,0.46931759247818006,0.45044132803289616,0.48259846177188764,0.4352857457589384,0.4892154275227618,0.5420981885906971,0.6044217184229418,0.5636263697734742,0.5174488031007327,0.5736702414964009,0.5386240358683712,0.5729955286298214,0.5708125371083539,0.5795411954025544,0.5627003300039894,0.5783900265110786,0.5919130351766928,0.5749356290520221,0.5325435735340751,0.5213863668426743,0.5471548002976817,0.4979745782156698,0.47715911469360345,0.5277904288878735,0.4592348951004071,0.4666546621940799,0.5077477300587887,0.44621900922157887,0.5149816155026726,0.5068242996483721,0.4831644399423379,0.5076249072364754,0.47265369275375463,0.5004345997075575,0.4626556211316169,0.46649556204470155,0.5102649217819248,0.5111956823682657,0.5148167760693763,0.5188894270147125,0.5648389751202816,0.5058548491586209,0.5224912179587378,0.5032325277141421,0.49947217537822297,0.45039269446976926,0.48980439837241696,0.5735694629185536,0.5465108596470032,0.561099842541152
Ivan Grieco_2,0.6747433007444527,0.786398443817647,0.7130702839878722,0.7729448974697715,0.5524546556135834,0.46836240898454096,0.5505900782775811,0.5238025145594137,0.5991522512997847,0.5873638522700743,0.5636331703163279,0.6128447107364761,0.5969963905457419,0.5713453290124086,0.5526832049315572,0.5174178210236768,0.5269751056178792,0.5419013246653688,0.5428568467918016,0.4816110752668783,0.6429450363157805,0.5358544152562974,0.590073428855812,0.5701563647026634,0.6247445430470945,0.5979314849590983,0.5941939198883455,0.4400878393384242,0.5362360969997977,0.6321601553049047,0.6398723270444858,0.537667225264908,0.5548245358085034,0.8537309690091237,0.9074528074921043,0.8700435998273703,0.9056479492222607,0.7207005152363684,0.6607683120273907,0.6785016513312874,0.6092350388395167,0.5794946555452002,0.5453455893773023,0.49775679931135525,0.5754505379931498,0.4337424414112963,0.476640469219295,0.5325931187388491,0.4900198531254347,0.5438132493817315,0.5969699374135433,0.6008600389165085,0.6017722950228381,0.5968390225289774,0.5114096678131566,0.49145871994641654,0.43101949119960825,0.4795023864828812,0.4045035815629059,0.4545468416360457,0.35417632861034953,0.3916907687033102,0.5007416570850779,0.4605685548421807,0.5348142407360061,0.57529232460879,0.5573906947333763,0.5391710718883702,0.658717669569638,0.5899045080480487,0.6453267806050367,0.6729781093388173,0.5465014884545836,0.5571713514967742,0.5316233303429866,0.4894718103849266,0.5126901546488014,0.5385473600305821,0.6220885028313684,0.6688325073031608,0.5988883570206217,0.5246822574035533,0.5341614191320221,0.5214737530289839,0.5727271185900792,0.4965897103259351,0.5341074191443077,0.5034118284396809,0.432826293873424,0.684394398879031,0.6026823285523008,0.6052624477532705,0.6069024623208804,0.6339124348682829,0.6750977516027616,0.6002043922349155,0.6373905830754806,0.594118186074991,0.5621448266865625,0.5943146315032911,0.5834894277757542,0.6483550656360438,0.6214699757092615,0.5854611171697355,0.6151470381684545,0.5803100343369135,0.6127310633457701,0.5290165900615265,0.3901405682141768,0.4262859878013413,0.4276094928716181
